标题,开发商,房子信息,发布信息,售价/万,单价
中铁百年印象，楼层好，光线充足。,中铁百年印象 -昆船,4室2厅 | 140.62平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板楼,15人关注 / 一年前发布,149,"10,596元/平"
房东自住精装两室出售 正东向 产权清晰 看房方便,天骄北麓 -红云,2室2厅 | 75.9平米 | 东 | 精装 | 低楼层(共34层)  | 塔楼,8人关注 / 9个月以前发布,75.5,"9,948元/平"
万科城市之光 精装三房  户型方正 产权清晰,万科城市之光 -金沙,3室2厅 | 108.39平米 | 南 北 | 精装 | 低楼层(共34层)  | 塔楼,12人关注 / 10个月以前发布,134,"12,363元/平"
小区环境舒适 适合居住，让你拥有田园生活,创意英国格林威治 -菊花,4室2厅 | 137.04平米 | 南 西南 | 简装 | 中楼层(共17层)  | 板楼,12人关注 / 一年前发布,162,"11,822元/平"
滇池路精装小洋房，别墅享受，明厨明卫，价格划算,金岸春天 -红星,3室2厅 | 178平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,38人关注 / 一年前发布,248,"13,933元/平"
远洋风景精装两居室出售 可拎包入住,远洋风景 -红云,2室2厅 | 87平米 | 东南 南 | 精装 | 高楼层(共18层)  | 板楼,3人关注 / 8个月以前发布,95,"10,920元/平"
中海龙泉公馆 精装三居室 全明户型 带车位,中海龙泉公馆 -红云,3室2厅 | 103.6平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,5人关注 / 一年前发布,140,"13,514元/平"
同德商圈 满两年 采光采阳充足 地铁口 小区环境清静,昆明广场 -白云,5室2厅 | 310.33平米 | 西南 | 精装 | 中楼层(共38层)  | 塔楼,0人关注 / 1个月以前发布,610,"19,657元/平"
牛街庄地铁站标准三房    产权清晰   诚心出售,昆明牛街庄住宅小区一组团 -昆船,3室1厅 | 58.5平米 | 南 | 简装 | 低楼层(共4层)  | 板塔结合,0人关注 / 1个月以前发布,52,"8,889元/平"
毛坯大三房  装修可以根据自己喜欢的风格去装修,绿地海珀澜庭 -草海,3室2厅 | 147.38平米 | 南 北 | 毛坯 | 低楼层(共16层)  | 板楼,35人关注 / 一年前发布,255,"17,303元/平"
万达旁毛坯房业主无抵押诚心卖。,润城第五大道 -西山万达,3室2厅 | 97.47平米 | 南 | 毛坯 | 高楼层(共26层)  | 塔楼,2人关注 / 一年前发布,143,"14,672元/平"
百年印象精装3室，户型方正，近地铁，生活方便,中铁百年印象 -昆船,3室2厅 | 101.9平米 | 西南 | 精装 | 低楼层(共18层)  | 板楼,9人关注 / 一年前发布,100,"9,814元/平"
巫家坝片区 融城金阶 品质小区 优质三房出售,融城金阶 -国贸,5室2厅 | 205.53平米 | 南 北 | 毛坯 | 中楼层(共40层)  | 塔楼,14人关注 / 一年前发布,220,"10,705元/平"
滇池边带师大的端头别墅。房东诚心出售。,都铎城邦1号院 -新亚洲,5室2厅 | 283平米 | 东南 南 | 精装 | 下叠(共4层)  | 板楼 | 叠拼别墅 ,1人关注 / 1个月以前发布,648,"22,898元/平"
滇池边带师大的端头别墅。房东诚心出售。,都铎城邦1号院 -新亚洲,5室2厅 | 283平米 | 东南 南 | 精装 | 下叠(共4层)  | 板楼 | 叠拼别墅 ,1人关注 / 1个月以前发布,648,"22,898元/平"
40W装修 视野开阔 交通方便 生活配套成熟 明厨明卫。,金尚俊园 -白云,4室1厅 | 134.95平米 | 西南 | 精装 | 低楼层(共44层)  | 塔楼,1人关注 / 2个月以前发布,190,"14,080元/平"
金星立交桥旁   同德商圈     3室2厅  房东诚售,金康园 -白云,3室2厅 | 98.23平米 | 东 | 简装 | 低楼层(共15层)  | 板楼,0人关注 / 1个月以前发布,154,"15,678元/平"
书香门第3房2厅带40平露台花园,书香门第 -红云,3室2厅 | 139.17平米 | 东 西 | 简装 | 中楼层(共8层)  | 板楼,10人关注 / 6个月以前发布,158.8,"11,411元/平"
房子正常出售，采光采阳好，随时可签约。,普照兴园 -昆船,3室1厅 | 129.38平米 | 东 | 精装 | 高楼层(共22层)  | 板楼,0人关注 / 7个月以前发布,125,"9,662元/平"
万达双塔旁配套成熟的小三室电梯房,润城五区 -西山万达,3室2厅 | 89平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,10人关注 / 4个月以前发布,124.2,"13,956元/平"
换房急售！ 上芳草地 爱琴海旁 低密度小区 拎包入住,德瀛华府 -红星,3室2厅 | 184.62平米 | 东南 南 | 精装 | 高楼层(共16层)  | 板楼,10人关注 / 5个月以前发布,272,"14,733元/平"
一梯两户、东西朝向、明厨明卫、采光采阳充足,枫林盛景西区 -新亚洲,4室2厅 | 140.13平米 | 东 西 | 精装 | 高楼层(共15层)  | 板楼,1人关注 / 6个月以前发布,145,"10,348元/平"
度假区一梯两户板式精装2房 公摊小 房东诚心,华都花园B区 -大商汇,2室1厅 | 83.89平米 | 南 北 | 精装 | 低楼层(共13层)  | 板楼,0人关注 / 2个月以前发布,118,"14,067元/平"
万科白沙润园精装四房，朝向东南，采光充足诚心出售,万科白沙润园 -东白沙河,4室2厅 | 165.89平米 | 南 | 精装 | 低楼层(共8层)  | 板楼,25人关注 / 一年前发布,190,"11,454元/平"
云纺 万达 三室两厅 中 间楼 层 诚 心出 售,春晓花园 -西山万达,3室2厅 | 103.55平米 | 北 南 | 简装 | 中楼层(共10层)  | 板楼,13人关注 / 一年前发布,119,"11,493元/平"
金色交响家园精装四房中间楼层带草坪车位诚心出售,金色交响家园 -金沙,4室2厅 | 114.87平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,10人关注 / 一年前发布,112,"9,751元/平"
果林湖端头房联排别墅 带180平米花园,东旭御山湖 -经开区,4室1厅 | 243平米 | 南 | 毛坯 | 1层  | 暂无数据 | 联排别墅 ,10人关注 / 9个月以前发布,300,"12,346元/平"
中海央企物业 交房未入住带车位 端户三室双卫全明户型,中海锦苑 -红云,3室2厅 | 106.01平米 | 南 | 精装 | 高楼层(共44层)  | 塔楼,4人关注 / 一年前发布,148,"13,961元/平"
标准三居室出售  近学 校 看房有钥匙,红云小区B区 -红云,3室2厅 | 78.89平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,6人关注 / 7个月以前发布,97,"12,296元/平"
端头三面通风采光，明厨明卫无遮挡，精装修。,润城五区 -西山万达,3室2厅 | 88.6平米 | 东 | 精装 | 低楼层(共33层)  | 板塔结合,15人关注 / 一年前发布,145,"16,366元/平"
黑土凹片区三室两厅一厨两卫买家诚心出售,林工黑土凹小区 -金马,3室2厅 | 103平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,7人关注 / 一年前发布,95,"9,224元/平"
东向对花园 中高楼层 首付5w,华龙人家 -红云,2室2厅 | 83.63平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,41人关注 / 8个月以前发布,78,"9,327元/平"
穿金路 地铁边 四房双卫 大十平 证齐 无遮挡 诚心卖,机电小区二期 -新迎,4室2厅 | 116平米 | 南 北 | 精装 | 低楼层(共1层)  | 暂无数据,17人关注 / 一年前发布,135,"11,638元/平"
滇池路地铁口华夏御府御棠一梯两户板楼415万带车位,华夏御府御棠 -红星,4室1厅 | 149.53平米 | 西南 | 毛坯 | 中楼层(共7层)  | 板楼,4人关注 / 11个月以前发布,412,"27,553元/平"
背靠盘龙江边，户型方正，南北向，采光好,国福现代城 -红云,2室2厅 | 75平米 | 南 北 | 精装 | 中楼层(共34层)  | 塔楼,0人关注 / 5个月以前发布,103,"13,734元/平"
银海白沙郡 电梯双拼别墅 带大花园 带双车位,银海白沙郡 -东白沙河,5室3厅 | 330.89平米 | 东 南 西南 西 北 | 毛坯 | 低楼层(共2层)  | 暂无数据,0人关注 / 3个月以前发布,880,"26,595元/平"
广福路中段，巫家坝片区精装新房,融创澜玥台 -巫家坝,4室2厅 | 138.69平米 | 西南 | 精装 | 中楼层(共28层)  | 板楼,17人关注 / 一年前发布,215,"15,503元/平"
爱琴海商圈  碧桂园紫台 一楼带地下室  前后花园,碧桂园紫台 -红星,3室2厅 | 125平米 | 东南 | 简装 | 低楼层(共11层)  | 板楼,11人关注 / 一年前发布,420,"33,600元/平"
金地九樾 欧式装修 面对主景观,金地九樾 -西山万达,3室1厅 | 128.63平米 | 南 | 精装 | 中楼层(共39层)  | 板塔结合,3人关注 / 8个月以前发布,238,"18,503元/平"
广福路爱琴海商圈 红星檀宫 1楼带花园 看房方便,红星国际广场檀宫 -红星,4室2厅 | 182.79平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,11人关注 / 一年前发布,345,"18,875元/平"
东南端头景观房 纯毛坯房148万  产权车位原价12万卖,东鸣佳苑 -东白沙河,4室1厅 | 146.88平米 | 南 | 毛坯 | 中楼层(共15层)  | 板塔结合,7人关注 / 6个月以前发布,138,"9,396元/平"
小区满五唯一两室的房子，带大阳台。,同德锦江嘉园 -大商汇,2室2厅 | 84平米 | 西 北 | 精装 | 低楼层(共15层)  | 板楼,11人关注 / 一年前发布,129,"15,358元/平"
可上明通，带产权车位，户型南北通透，上叠加别墅,中洲阳光 -司家营,6室3厅 | 267平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 暂无数据,2人关注 / 8个月以前发布,460,"17,229元/平"
红云街道  东南端头四房两卫  带全套家具家电,天骄北麓 -红云,4室2厅 | 121.34平米 | 西南 | 精装 | 中楼层(共34层)  | 塔楼,0人关注 / 2个月以前发布,120,"9,890元/平"
北京路羊肠村地铁口精装南向端头大三房诚心出售,金领时代 -司家营,3室2厅 | 105.83平米 | 东 南 | 精装 | 中楼层(共40层)  | 塔楼,27人关注 / 一年前发布,128.8,"12,171元/平"
万达双塔 润城片区 2房 精装修 双证  满二 看房方便,润城七区 -西山万达,2室2厅 | 78.26平米 | 东南 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,108,"13,801元/平"
双地铁物业万科学府精装三房采阳充足满两年急售,万科学府 -虹山,3室2厅 | 109.45平米 | 东南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,210,"19,187元/平"
带屋顶花园，不计算产证面积，使用价值高,碧水蓝天 -巫家坝,4室1厅 | 167.5平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,8人关注 / 4个月以前发布,196,"11,702元/平"
红星国际紫郡  大三房 装修清爽 满五年唯一,红星紫郡 -红星,3室1厅 | 91.94平米 | 北 南 | 精装 | 低楼层(共34层)  | 塔楼,4人关注 / 6个月以前发布,156,"16,968元/平"
金地物业管理好 稀有户型 通透产权在手 视野开阔急售,金地九樾 -西山万达,3室2厅 | 111.33平米 | 东南 | 精装 | 高楼层(共39层)  | 板塔结合,0人关注 / 2个月以前发布,204,"18,324元/平"
丹槿园精装3房，南向房，房东着急出手,第三城丹槿园 -经开区,3室2厅 | 89.96平米 | 东 南 | 其他 | 低楼层(共18层)  | 板楼,1人关注 / 2个月以前发布,94,"10,450元/平"
双地铁物业 五大洲别样院景 大四房  对主景观 满五年,五大洲 · 别样院景 -巫家坝,4室2厅 | 140.39平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 9个月以前发布,175,"12,466元/平"
东向两室 小区内部接小孩 中间楼层,书香门第 -红云,2室2厅 | 85平米 | 东 | 简装 | 中楼层(共18层)  | 板塔结合,1人关注 / 3个月以前发布,94.8,"11,153元/平"
金色交响秋恋 二楼 精装修 满两年 产权清晰,金色交响家园 -金沙,4室2厅 | 135平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,136,"10,075元/平"
万达旁精装修满两年三房业主诚心卖,润城五区 -西山万达,3室2厅 | 109.6平米 | 西南 | 精装 | 中楼层(共33层)  | 板塔结合,6人关注 / 10个月以前发布,203,"18,522元/平"
东寺步行街 电梯小高层 品质大跃层 视野好,东方广场 -书林,4室2厅 | 220.4平米 | 东 北 | 精装 | 高楼层(共15层)  | 板楼,1人关注 / 1个月以前发布,400,"18,149元/平"
房子产权清晰，精装修，带全套实木家具一起出售,红星国际广场檀宫 -红星,3室2厅 | 117.32平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,1人关注 / 9个月以前发布,365,"31,112元/平"
采光采阳好 三居室 居住 巡津街 金马坊 南屏街,市人民医院宿舍 -书林,3室2厅 | 70.83平米 | 东 西 | 简装 | 中楼层(共8层)  | 塔楼,6人关注 / 8个月以前发布,98,"13,836元/平"
此房户型方正 采光充足 毛坯房出售,金色交响家园 -金沙,4室1厅 | 130.96平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板楼,2人关注 / 6个月以前发布,130,"9,927元/平"
东寺街   典雅阁上 南北通透  户型方正,玉带阁 -书林,3室2厅 | 109.58平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,25人关注 / 一年前发布,138,"12,594元/平"
滇池路 隆居花园 大四房 中间楼层 正对小河 阳光充足,隆居花园 -红星,4室2厅 | 135.98平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据,6人关注 / 8个月以前发布,165,"12,135元/平"
德瀛华府是3室2厅2卫大平层采光好电梯平层板房精装修,德瀛华府 -红星,3室2厅 | 178.12平米 | 南 北 | 精装 | 高楼层(共16层)  | 板楼,8人关注 / 一年前发布,250,"14,036元/平"
北市区公交车场旁远洋风景精装修出售,远洋风景 -红云,2室2厅 | 95.6平米 | 西南 | 精装 | 中楼层(共18层)  | 板楼,18人关注 / 一年前发布,105,"10,984元/平"
板房 带30平大露台  满两年 诚心出售,青青小镇 -大商汇,4室2厅 | 171.04平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 暂无数据,6人关注 / 一年前发布,196,"11,460元/平"
万达旁 润城全新二房 证已满2年 税费低,润城七区 -西山万达,2室2厅 | 78.26平米 | 东 | 简装 | 低楼层(共32层)  | 塔楼,7人关注 / 8个月以前发布,101.8,"13,008元/平"
标准的两房 满两年证在手 户型方 采光好 带家具,银河北庭 -红云,2室2厅 | 76.52平米 | 西 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 7个月以前发布,86,"11,239元/平"
优质两房  和谐商圈   红云  昆八,和谐世纪 -红云,2室2厅 | 90.46平米 | 东南 | 精装 | 高楼层(共31层)  | 塔楼,2人关注 / 4个月以前发布,96.6,"10,679元/平"
东市区万科诚市之光精装 三室 户型方正 房东诚心出售,万科城市之光 -金沙,3室1厅 | 108.27平米 | 东 东南 南 | 精装 | 中楼层(共31层)  | 塔楼,4人关注 / 11个月以前发布,145,"13,393元/平"
巫家坝片区 融城金阶 品质小区 优质三房出售,融城金阶 -国贸,5室2厅 | 205.53平米 | 南 北 | 毛坯 | 中楼层(共40层)  | 塔楼,14人关注 / 一年前发布,220,"10,705元/平"
爱琴海旁  大两房   看房子方便  出行方便,鑫龙小区 -红星,2室1厅 | 59.34平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,6人关注 / 一年前发布,68,"11,460元/平"
金马寺片区 地铁口旁东骧神骏 精装三室 诚心出售,东骧神骏 -金马,3室2厅 | 97平米 | 东南 | 精装 | 低楼层(共14层)  | 塔楼,2人关注 / 一年前发布,120,"12,372元/平"
书香门第2房，东向对花园满五年业主急售！！！,书香门第 -红云,2室2厅 | 87.79平米 | 东 | 简装 | 高楼层(共18层)  | 板塔结合,5人关注 / 4个月以前发布,93,"10,594元/平"
金碧路昆华医院 地铁口  复兴花园,复兴花园 -书林,4室2厅 | 138.41平米 | 西 | 精装 | 中楼层(共8层)  | 板楼,4人关注 / 7个月以前发布,219,"15,823元/平"
北京路旁  龙江雅苑精装四室两厅出售  带车位户型方正,龙江雅苑 -司家营,4室2厅 | 159.26平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,2人关注 / 7个月以前发布,220,"13,814元/平"
万达双塔旁配套成熟的小三室电梯房,润城五区 -西山万达,3室2厅 | 89平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,10人关注 / 4个月以前发布,124.2,"13,956元/平"
红星国际紫郡  大三房 装修清爽 满五年唯一,红星紫郡 -红星,3室1厅 | 91.94平米 | 北 南 | 精装 | 低楼层(共34层)  | 塔楼,4人关注 / 6个月以前发布,156,"16,968元/平"
金色交响位置比较安静楼层好保养好,金色交响家园 -金沙,4室2厅 | 135.33平米 | 东南 西北 | 精装 | 中楼层(共7层)  | 板楼,10人关注 / 一年前发布,126,"9,311元/平"
可观整个白沙河，小区环境好物业好,碧桂园凤凰湾 -东白沙河,4室1厅 | 160.09平米 | 南 北 | 精装 | 高楼层(共20层)  | 塔楼,4人关注 / 一年前发布,220,"13,743元/平"
爱琴海 日新中路 02年瓷砖外墙 3房 大露台 双证 钥匙,鑫龙小区 -红星,3室2厅 | 110.69平米 | 东南 | 简装 | 低楼层(共7层)  | 板楼,10人关注 / 一年前发布,123,"11,113元/平"
爱琴海旁  大两房   看房子方便  出行方便,鑫龙小区 -红星,2室1厅 | 59.34平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,6人关注 / 一年前发布,68,"11,460元/平"
金马寺片区 地铁口旁东骧神骏 精装三室 诚心出售,东骧神骏 -金马,3室2厅 | 97平米 | 东南 | 精装 | 低楼层(共14层)  | 塔楼,2人关注 / 一年前发布,120,"12,372元/平"
