标题,开发商,房子信息,发布信息,售价/万,单价
格局好 视野通透采光充足 交通便利,新卫家园 -西门,3室2厅 | 159.22平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,2人关注 / 6个月以前发布,135,"8,479元/平"
：配套完善，出行便利，鼓楼新华街商圈一路之隔,山河湾社区 -中山公园,3室2厅 | 80.86平米 | 南 | 其他 | 高楼层(共4层)  | 板塔结合,1人关注 / 5个月以前发布,32,"3,958元/平"
南北通透  户型格局较好  不把不临  采光好,城市1号 -中山公园,3室2厅 | 163.5平米 | 南 北 | 其他 | 高楼层(共24层)  | 板楼,21人关注 / 一年前发布,178.5,"10,918元/平"
正对花博园。环境优美。地理位置佳。,碧桂园山海湾 -金凤区,5室2厅 | 260平米 | 南 | 其他 | 高楼层(共16层)  | 板楼,11人关注 / 一年前发布,273,"10,500元/平"
好房急售星光华住宅区大三居南北通透采光好出行方便,星光华住宅区 -新一中,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,65,"5,417元/平"
中间楼层，看房方便，视野开阔，空气流通,昊盛小区 -西门,2室2厅 | 90.72平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,67.5,"7,441元/平"
南北通透，没有大税，全天采光，随时看房.满五唯一,长城花园南区 -长城中路,2室2厅 | 104平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板楼,7人关注 / 7个月以前发布,80,"7,693元/平"
通透格局，视野好，采光好，无公摊,宁夏电视台住宅楼 -市医院,3室2厅 | 84.12平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,13人关注 / 6个月以前发布,32,"3,805元/平"
十六小十 中旁南园二村大平米房屋出售，四室两厅两卫,南园二村 -市医院,4室2厅 | 137.38平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,60,"4,368元/平"
月湖名邸西区步梯四楼，两室两厅，户型南北通透,月湖名邸西区 -贺兰县,2室2厅 | 89.7平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 16天以前发布,44.5,"4,961元/平"
铂悦公馆下跃，总共三层，实用面积450平。无大税,铂悦公馆 -七子连湖,3室2厅 | 146平米 | 南 北 | 毛坯 | 低楼层(共9层)  | 板楼,1人关注 / 4个月以前发布,245,"16,781元/平"
大阅城住宅，70年产权，诚意出售，住宅性质住宅性质！,建发大阅城 -大阅城,1室1厅 | 54.49平米 | 北 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 10天以前发布,64.5,"11,838元/平"
"满五,三室两厅,通透格局,高楼层,视野良好",广夏新村 -市医院,3室2厅 | 85平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,1人关注 / 7个月以前发布,54,"6,353元/平"
此房精装修户型好，楼层好，小区旁边有景岳。湖滨市场,尚勇小区 -中山公园,3室1厅 | 100.3平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 9个月以前发布,43.3,"4,318元/平"
此房满五唯一 视野宽阔 采光充足 业主诚意出售,南熏西街 -市医院,2室1厅 | 64.78平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 9天以前发布,25,"3,860元/平"
洋房中间楼层，房子满五唯一，随时能看。,西溪港 -新华联,2室1厅 | 112.67平米 | 南 北 | 其他 | 低楼层(共10层)  | 板楼,0人关注 / 9天以前发布,95,"8,432元/平"
市医院家属院 简装 三楼  采光好,市医院家属院 -市医院,2室1厅 | 52.77平米 | 南 北 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 9天以前发布,45,"8,528元/平"
房子满二没大税楼层适中装修适中,五里宜居 -IBI商务中心,2室1厅 | 58.21平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 10天以前发布,50,"8,590元/平"
民族街湖滨街口，21小旁三室户型格局好,民族北街79号 -中山公园,3室1厅 | 72平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,8人关注 / 一年前发布,33.7,"4,681元/平"
新天地  精装拎包入住  户型方正采光通风好,贺兰新天地 -贺兰县,3室2厅 | 112.9平米 | 南 北 | 精装 | 17层  | 板楼,0人关注 / 27天以前发布,73.8,"6,537元/平"
紫藤名著 3室2厅 南 北,紫藤名著 -未知商圈,3室2厅 | 107.02平米 | 南 北 | 毛坯 | 中楼层(共15层)  | 板楼,0人关注 / 30天以前发布,102,"9,531元/平"
翡翠公园四居户型，业主着急出售，随时看房。,万科翡翠公园 -正源南街,4室2厅 | 149平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 27天以前发布,214,"14,363元/平"
北塔湖景博旁，三居室精装地采暖窗户已换，拎包入住,雅和苑 -北塔湖,3室1厅 | 95.86平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 27天以前发布,78.6,"8,200元/平"
紫藤名著洋房出售，楼层好采光无影响。毛坯可塑性强,紫藤名著 -未知商圈,3室2厅 | 125.46平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板楼,0人关注 / 28天以前发布,136,"10,841元/平"
中间楼层，毛坯，带车位，诚心出售,澳海熙园 -正源南街,3室1厅 | 110平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,110,"10,000元/平"
公园华府南区毛坯大三居室 视野开阔无遮挡 看房方便,公园华府南区 -海亮,3室2厅 | 155平米 | 南 北 | 毛坯 | 高楼层(共13层)  | 暂无数据,0人关注 / 21天以前发布,199.9,"12,897元/平"
碧桂园翡翠湾，精装四室，南北双阳台凤凰层,碧桂园·翡翠湾 -七子连湖,4室2厅 | 142.46平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 21天以前发布,146,"10,249元/平"
中间楼层，三室两厅两卫，户型方正，,湖映康晨 -宝湖,3室2厅 | 154平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 23天以前发布,140,"9,091元/平"
悠阅城旁建发南泊湾毛坯三室两卫中间楼层,建发·南泊湾 -六盘山路,3室1厅 | 131平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 30天以前发布,172,"13,130元/平"
西夏区火车站同心路百合苑一楼三室两厅业主诚心出售,百合苑 -西夏区怀远路,3室2厅 | 88平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 26天以前发布,50,"5,682元/平"
中海悦府  阅海湖南岸  毛坯四居室  诚心出售,中海悦府 -大阅城,4室2厅 | 159平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 23天以前发布,206,"12,956元/平"
11月必卖：德胜花园 86.7㎡精装三居 随时看房,德勝花園 -大阅城,3室2厅 | 86.7平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 24天以前发布,59.5,"6,863元/平"
巨力公园和府三居好房采光无遮挡,巨力公园和府 -贺兰县,3室2厅 | 109.68平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板楼,0人关注 / 25天以前发布,96,"8,753元/平"
步梯五楼，三室两厅精装，带家具，看房方便,中恒花园 -贺兰县,3室2厅 | 119.9平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 24天以前发布,62.3,"5,196元/平"
唐槐园，简装二楼无大税，楼位优越，只差有眼光的你,唐槐园 -中山公园,3室1厅 | 113平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 30天以前发布,75,"6,638元/平"
湖畔嘉苑旁 盈南家园二期 三居 无大税,盈南家园二期 -艾依河,3室1厅 | 90.54平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 24天以前发布,57,"6,296元/平"
月湖名邸西区电梯三室两厅精装未住人，户型方正采光好,月湖名邸西区 -贺兰县,3室2厅 | 115平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 19天以前发布,72.8,"6,331元/平"
阅海新天地旁满5，总高6楼，随时看房。诚售,银新苑一区 -金凤万达,2室2厅 | 92.66平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 21天以前发布,59.9,"6,465元/平"
此房低楼层 全天采光 瞰湖美景 业主二次装修,万科初昕苑 -南门,3室2厅 | 95.05平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,0人关注 / 22天以前发布,98,"10,311元/平"
二月龙庭别墅区步梯三楼，精装未住人，户型方正采光好,二月龙庭 -贺兰县,3室2厅 | 147平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 25天以前发布,80.8,"5,497元/平"
户型方正，采光充足，交通出门便利。,泽民巷 -新华街,3室2厅 | 85.9平米 | 东 西 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 21天以前发布,28,"3,260元/平"
精装修，拎包入住，高档小区，小区环境优美,银川·恒大名都东区 -艾依河,3室2厅 | 98平米 | 西南 | 精装 | 低楼层(共28层)  | 塔楼,0人关注 / 27天以前发布,71.5,"7,296元/平"
北京路旁中强小区精装婚房急售 密码钥匙随时看 可贷款,中强巷住宅区 -森林公园,2室2厅 | 78.71平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,53,"6,734元/平"
居安苑  精装拎包入住   出行方便  户型方正,居安苑 -贺兰县,3室2厅 | 113平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 24天以前发布,61.6,"5,452元/平"
精装三室两厅两卫，步梯三楼，楼层好户型方正,颐和苑 -贺兰县,3室2厅 | 130平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 30天以前发布,69.8,"5,370元/平"
公园悦府一期毛坯大三室，中间位置不临街，满二无大税,公园悦府 -贺兰县,3室2厅 | 131.7平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 板楼,0人关注 / 20天以前发布,94.8,"7,199元/平"
城北 天鹅湖小镇旁紫藤名著 电梯洋房 毛坯采光无遮挡,紫藤名著 -未知商圈,4室2厅 | 144.93平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 暂无数据,0人关注 / 25天以前发布,157,"10,833元/平"
临水湖近高铁，环境优美，户型方正，格局通风好,民生城逸兰汐三期 -永宁县,3室2厅 | 119.5平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 25天以前发布,68,"5,691元/平"
北师大旁正丰海德家园 精装修未住人 四居室 看房方便,正丰海德家园 -海亮,4室2厅 | 131.48平米 | 南 | 精装 | 低楼层(共15层)  | 板楼,0人关注 / 30天以前发布,150,"11,409元/平"
精装婚房，采光无遮挡高档家具家电拎包入住带车位,绿地海珀兰轩三区 -大阅城,3室2厅 | 134平米 | 南 北 | 精装 | 中楼层(共14层)  | 板楼,0人关注 / 23天以前发布,165.6,"12,359元/平"
北塔湖改善四居室，高精尖人才聚集地！,公园华府南区 -海亮,4室2厅 | 162平米 | 南 北 | 毛坯 | 中楼层(共10层)  | 暂无数据,0人关注 / 21天以前发布,271,"16,729元/平"
中海城东郡 一楼带60平南院毛坯三居 包税费出售,中海城•东郡 -七子连湖,3室1厅 | 110平米 | 南 | 毛坯 | 低楼层(共16层)  | 板楼,0人关注 / 29天以前发布,105,"9,546元/平"
建发悠阅城旁 建发南泊湾 精装三室两厅一卫 中间楼层,建发·南泊湾 -六盘山路,3室2厅 | 103.92平米 | 南 北 | 精装 | 高楼层(共24层)  | 板塔结合,0人关注 / 31天以前发布,114.9,"11,057元/平"
公园悦府洋房  前后景观  中间楼层  户型通透,公园悦府 -贺兰县,3室2厅 | 124.51平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 20天以前发布,98,"7,871元/平"
凤凰桥旁凤凰华府C区154平洋房4居看房方便,凤凰华府C区 -海亮,4室2厅 | 154平米 | 南 北 | 毛坯 | 中楼层(共10层)  | 板楼,0人关注 / 26天以前发布,209,"13,572元/平"
房子户型好，无抵押，精装修，小区环境好，交通方便·,万达华宅 -西夏万达,3室2厅 | 119.7平米 | 南 北 | 简装 | 中楼层(共32层)  | 板楼,0人关注 / 21天以前发布,105,"8,772元/平"
世悦府 马上满二  不临沈阳路  看房随时,世悦府 -大阅城,3室1厅 | 111.03平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 26天以前发布,130,"11,709元/平"
北塔湖观景房五楼82平米两室两厅南北通透干净随时看,海宝小区福天苑 -北塔湖,2室2厅 | 82平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 28天以前发布,46,"5,610元/平"
青峰园东区 3室1厅 南,青峰园东区 -北塔湖,3室1厅 | 111.82平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 21天以前发布,100,"8,943元/平"
海亮国际社区，好楼层，毛坯房，,海亮国际社区5号地 -海亮,3室2厅 | 119.09平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 20天以前发布,95,"7,978元/平"
北塔二中旁凤凰华府C区精装没住过人房屋诚心出售,凤凰华府C区 -海亮,3室1厅 | 143平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,0人关注 / 22天以前发布,220,"15,385元/平"
北塔湖中房玺云台南区 简装大四居 中层无大税楼位置好,中房玺云台南区 -北塔湖,4室2厅 | 175.46平米 | 南 北 | 简装 | 中楼层(共18层)  | 暂无数据,0人关注 / 19天以前发布,236.8,"13,496元/平"
唐徕渠旁海亮 121平精品三居 前后不挡 随时可看,海亮国际社区5号地 -海亮,3室2厅 | 121.04平米 | 南 北 | 简装 | 中楼层(共32层)  | 板塔结合,0人关注 / 22天以前发布,98,"8,097元/平"
云开苑精装电梯花园洋房  南北通透 客厅双卧阳面,云开苑 -金凤万达,3室2厅 | 127平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 23天以前发布,138,"10,867元/平"
宁祥园  三楼 看房有钥匙  装修好,宁祥园(西夏区) -宁夏大学,2室1厅 | 65.7平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 18天以前发布,32,"4,871元/平"
华远旭辉江南赋 诚心出售 采光无遮挡 看房方便,华远旭辉·江南赋 -大阅城,4室2厅 | 145平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 28天以前发布,173.8,"11,987元/平"
北塔湖观景房五楼82平米两室两厅南北通透干净随时看,海宝小区福天苑 -北塔湖,2室2厅 | 82平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 28天以前发布,46,"5,610元/平"
世悦府 马上满二  不临沈阳路  看房随时,世悦府 -大阅城,3室1厅 | 111.03平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 26天以前发布,130,"11,709元/平"
蓝景苑 3室2厅 南 北,蓝景苑 -未知商圈,3室2厅 | 155平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 板楼,0人关注 / 19天以前发布,123,"7,936元/平"
同心路南面新小区 嘉屋文宸府洋房 中间楼层三居室,嘉屋文宸府 -未知商圈,3室2厅 | 93.2平米 | 南 北 | 毛坯 | 中楼层(共9层)  | 暂无数据,0人关注 / 17天以前发布,79,"8,477元/平"
枫丹壹号 好房出售 给您一个安心的家,融创·枫丹壹號 -丽景北街,3室2厅 | 115平米 | 南 北 | 毛坯 | 29层  | 板楼,0人关注 / 17天以前发布,95,"8,261元/平"
一品尚都 3室2厅 南 北,一品尚都 -贺兰县,3室2厅 | 123平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 25天以前发布,64.8,"5,269元/平"
丽景湖畔一楼带院，三室两厅，南北朝向，采光好,丽景湖畔·金秋园 -南门,3室2厅 | 117平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 24天以前发布,99.8,"8,530元/平"
太阳城E区，127平米，电梯中层，精装，3室，环境优美,太阳城E区 -贺兰县,3室2厅 | 127.39平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 22天以前发布,68,"5,338元/平"
此房位于北京路，交通方便，配套齐全，采光好,兴夏苑小区南区 -西夏区,2室2厅 | 78.71平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 23天以前发布,34,"4,320元/平"
房子楼层在中间 采光·，视野好 出行方便,中房东方赋 -丽景北街,3室2厅 | 131.47平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 19天以前发布,148,"11,258元/平"
新华联旁  紫阳小区 精装婚房未住人 拎包入住,紫阳小区 -金凤新华联广场,2室2厅 | 72.32平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 24天以前发布,49.8,"6,887元/平"
月湖湾电梯房三室两厅一卫南北通透,宏基·月湖湾 -贺兰县,3室2厅 | 92平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 22天以前发布,63.5,"6,903元/平"
北师大旁，公园和府西边瑞士花园四期集中供暖,金盛瑞士花园 -贺兰县,3室2厅 | 136平米 | 南 北 | 毛坯 | 18层  | 板塔结合,0人关注 / 18天以前发布,75,"5,515元/平"
视野宽阔，采光充足，配套设施齐全，交通..便捷,典雅居B区 -贺兰县,3室2厅 | 90平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 17天以前发布,41,"4,556元/平"
悦海新天地，金凤万达，银新苑三区,银新苑三区 -金凤万达,3室2厅 | 91.11平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 27天以前发布,62,"6,805元/平"
永泰城剑桥郡 三居室电梯房 看房有钥匙,永泰剑桥郡 -南门,3室2厅 | 122.66平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 27天以前发布,106,"8,642元/平"
